spp_gp,stressor,taxon,sens_score,adcap_gen_score,adcap_spec_score
loliolus (nipponololigo) sumatrensis,inorganic_pollution,cephalopods,7.01,7.33,1.33
loliolus (nipponololigo) sumatrensis,invasive_species,cephalopods,0,7.33,1
loliolus (nipponololigo) sumatrensis,light_pollution,cephalopods,0.33,7.33,1
loliolus (nipponololigo) sumatrensis,noise_pollution,cephalopods,1,7.33,1
loliolus (nipponololigo) sumatrensis,oa,cephalopods,4,7.33,1.33
loliolus (nipponololigo) sumatrensis,oceanographic,cephalopods,0.66,7.33,0.33
loliolus (nipponololigo) sumatrensis,organic_pollution,cephalopods,5,7.33,1.33
loliolus (nipponololigo) sumatrensis,plastic_pollution_microplastic,cephalopods,2,7.33,1
loliolus (nipponololigo) sumatrensis,poisons_toxins,cephalopods,3.33,7.33,1.33
loliolus (nipponololigo) sumatrensis,salinity,cephalopods,3,7.33,1.33
loliolus (nipponololigo) sumatrensis,sedimentation,cephalopods,3,7.33,1.33
loliolus (nipponololigo) sumatrensis,slr,cephalopods,0.33,7.33,1
loliolus (nipponololigo) sumatrensis,storm_disturbance,cephalopods,0.66,7.33,1.67
loliolus (nipponololigo) sumatrensis,uv,cephalopods,0.33,7.33,0.67
loliolus (nipponololigo) sumatrensis,water_temp,cephalopods,4,7.33,0.67
loliolus (nipponololigo) sumatrensis,wildlife_strike,cephalopods,0.67,7.33,1
loliolus (nipponololigo) uyii,air_temp,cephalopods,2.67,7.33,1.34
loliolus (nipponololigo) uyii,biomass_removal,cephalopods,1,7.33,0
loliolus (nipponololigo) uyii,bycatch,cephalopods,1,7.33,0
loliolus (nipponololigo) uyii,entanglement_macroplastic,cephalopods,0.33,7.33,0.33
loliolus (nipponololigo) uyii,eutrophication_nutrient_pollution,cephalopods,6,7.33,1.33
loliolus (nipponololigo) uyii,habitat_loss_degradation,cephalopods,2,7.33,1
loliolus (nipponololigo) uyii,inorganic_pollution,cephalopods,7.01,7.33,1.33
loliolus (nipponololigo) uyii,invasive_species,cephalopods,0,7.33,1
loliolus (nipponololigo) uyii,light_pollution,cephalopods,0.33,7.33,1
loliolus (nipponololigo) uyii,noise_pollution,cephalopods,1,7.33,1
loliolus (nipponololigo) uyii,oa,cephalopods,4,7.33,1.33
loliolus (nipponololigo) uyii,oceanographic,cephalopods,0.66,7.33,0.33
loliolus (nipponololigo) uyii,organic_pollution,cephalopods,5,7.33,1.33
loliolus (nipponololigo) uyii,plastic_pollution_microplastic,cephalopods,2,7.33,1
loliolus (nipponololigo) uyii,poisons_toxins,cephalopods,3.33,7.33,1.33
loliolus (nipponololigo) uyii,salinity,cephalopods,3,7.33,1.33
loliolus (nipponololigo) uyii,sedimentation,cephalopods,3,7.33,1.33
loliolus (nipponololigo) uyii,slr,cephalopods,0.33,7.33,1
loliolus (nipponololigo) uyii,storm_disturbance,cephalopods,0.66,7.33,1.67
loliolus (nipponololigo) uyii,uv,cephalopods,0.33,7.33,0.67
loliolus (nipponololigo) uyii,water_temp,cephalopods,4,7.33,0.67
loliolus (nipponololigo) uyii,wildlife_strike,cephalopods,0.67,7.33,1
lolliguncula,air_temp,cephalopods,2.67,7.33,1.34
lolliguncula,biomass_removal,cephalopods,1,7.33,0
lolliguncula,bycatch,cephalopods,1,7.33,0
lolliguncula,entanglement_macroplastic,cephalopods,0.33,7.33,0.33
lolliguncula,eutrophication_nutrient_pollution,cephalopods,4,7.33,1.33
lolliguncula,habitat_loss_degradation,cephalopods,2,7.33,1
lolliguncula,inorganic_pollution,cephalopods,6.34,7.33,1.33
lolliguncula,invasive_species,cephalopods,0,7.33,1
lolliguncula,light_pollution,cephalopods,0.33,7.33,1
lolliguncula,noise_pollution,cephalopods,1,7.33,1
lolliguncula,oa,cephalopods,4,7.33,1.33
lolliguncula,oceanographic,cephalopods,0,7.33,0.33
lolliguncula,organic_pollution,cephalopods,4.33,7.33,1.33
lolliguncula,plastic_pollution_microplastic,cephalopods,2,7.33,1
lolliguncula,poisons_toxins,cephalopods,2.66,7.33,1.33
lolliguncula,salinity,cephalopods,2,7.33,1.33
lolliguncula,sedimentation,cephalopods,2.33,7.33,1.33
lolliguncula,slr,cephalopods,0,7.33,1
lolliguncula,storm_disturbance,cephalopods,0.33,7.33,1.67
lolliguncula,uv,cephalopods,0.33,7.33,0.67
lolliguncula,water_temp,cephalopods,3.67,7.33,0.67
lolliguncula,wildlife_strike,cephalopods,0.67,7.33,1
lottia scutum,air_temp,molluscs,3.505,7.67,1.67
lottia scutum,biomass_removal,molluscs,1,7.67,0
lottia scutum,bycatch,molluscs,0.67,7.67,0
lottia scutum,entanglement_macroplastic,molluscs,0.33,7.67,0.67
lottia scutum,eutrophication_nutrient_pollution,molluscs,5.495,7.67,1.67
lottia scutum,habitat_loss_degradation,molluscs,2,7.67,1
lottia scutum,inorganic_pollution,molluscs,6.845,7.67,1.67
lottia scutum,invasive_species,molluscs,0,7.67,0.33
lottia scutum,light_pollution,molluscs,0.33,7.67,1
lottia scutum,noise_pollution,molluscs,0,7.67,0.67
lottia scutum,oa,molluscs,4.34,7.67,1.67
lottia scutum,oceanographic,molluscs,0.33,7.67,0
lottia scutum,organic_pollution,molluscs,5.01,7.67,2
lottia scutum,plastic_pollution_microplastic,molluscs,2.34,7.67,1.67
lottia scutum,poisons_toxins,molluscs,3.34,7.67,1.67
lottia scutum,salinity,molluscs,2.495,7.67,1.67
lottia scutum,sedimentation,molluscs,3,7.67,1.67
lottia scutum,slr,molluscs,1.33,7.67,1
lottia scutum,storm_disturbance,molluscs,0.99,7.67,1.67
lottia scutum,uv,molluscs,0.33,7.67,1
lottia scutum,water_temp,molluscs,4.165,7.67,0.33
lottia scutum,wildlife_strike,molluscs,1,7.67,0.67
loxechinus albus,air_temp,echinoderms,4.34,6.67,1.34
loxechinus albus,biomass_removal,echinoderms,1,6.67,0
loxechinus albus,bycatch,echinoderms,1,6.67,0
loxechinus albus,entanglement_macroplastic,echinoderms,0.33,6.67,0.67
loxechinus albus,eutrophication_nutrient_pollution,echinoderms,5,6.67,1.17
loxechinus albus,habitat_loss_degradation,echinoderms,2,6.67,1
loxechinus albus,inorganic_pollution,echinoderms,6.3500000000000005,6.67,1.17
loxechinus albus,invasive_species,echinoderms,0,6.67,0.33
loxechinus albus,light_pollution,echinoderms,0.33,6.67,1
loxechinus albus,noise_pollution,echinoderms,0,6.67,0.67
loxechinus albus,oa,echinoderms,4.67,6.67,1.17
loxechinus albus,oceanographic,echinoderms,0.66,6.67,0
loxechinus albus,organic_pollution,echinoderms,4.34,6.67,1.5
loxechinus albus,plastic_pollution_microplastic,echinoderms,1.33,6.67,1.17
loxechinus albus,poisons_toxins,echinoderms,3,6.67,1.17
loxechinus albus,salinity,echinoderms,3,6.67,1.17
loxechinus albus,sedimentation,echinoderms,2,6.67,1.17
loxechinus albus,slr,echinoderms,0.33,6.67,1
loxechinus albus,storm_disturbance,echinoderms,0.66,6.67,1.34
loxechinus albus,uv,echinoderms,0.33,6.67,0.67
loxechinus albus,water_temp,echinoderms,5.67,6.67,0.33
loxechinus albus,wildlife_strike,echinoderms,0.67,6.67,0.67
lunella undulata,air_temp,molluscs,3.1750000000000003,7,0.67
lunella undulata,biomass_removal,molluscs,1,7,0
lunella undulata,bycatch,molluscs,1.34,7,0
lunella undulata,entanglement_macroplastic,molluscs,0.66,7,1
lunella undulata,eutrophication_nutrient_pollution,molluscs,5.495,7,0.67
lunella undulata,habitat_loss_degradation,molluscs,2,7,0
lunella undulata,inorganic_pollution,molluscs,6.845,7,0.67
lunella undulata,invasive_species,molluscs,0,7,0
lunella undulata,light_pollution,molluscs,0.33,7,0
lunella undulata,noise_pollution,molluscs,0,7,0
lunella undulata,oa,molluscs,4.34,7,0.67
lunella undulata,oceanographic,molluscs,0.33,7,0
lunella undulata,organic_pollution,molluscs,5.01,7,0.67
lunella undulata,plastic_pollution_microplastic,molluscs,2,7,0.67
lunella undulata,poisons_toxins,molluscs,3,7,0.67
lunella undulata,salinity,molluscs,2.495,7,0.67
lunella undulata,sedimentation,molluscs,2.66,7,0.67
lunella undulata,slr,molluscs,1.33,7,0
lunella undulata,storm_disturbance,molluscs,0.99,7,0.67
lunella undulata,uv,molluscs,0.33,7,0.67
lunella undulata,water_temp,molluscs,3.835,7,0
lunella undulata,wildlife_strike,molluscs,1.67,7,0
luteuthis dentatus,air_temp,cephalopods,3.0100000000000002,6.01,0.67
luteuthis dentatus,biomass_removal,cephalopods,1,6.01,0
luteuthis dentatus,bycatch,cephalopods,1,6.01,0
luteuthis dentatus,entanglement_macroplastic,cephalopods,0.33,6.01,0.67
luteuthis dentatus,eutrophication_nutrient_pollution,cephalopods,5.34,6.01,0.67
luteuthis dentatus,habitat_loss_degradation,cephalopods,2,6.01,1
luteuthis dentatus,inorganic_pollution,cephalopods,6.01,6.01,0.67
luteuthis dentatus,invasive_species,cephalopods,0,6.01,0.33
luteuthis dentatus,light_pollution,cephalopods,0,6.01,1
luteuthis dentatus,noise_pollution,cephalopods,1,6.01,0.67
luteuthis dentatus,oa,cephalopods,3.67,6.01,0.67
luteuthis dentatus,oceanographic,cephalopods,0.66,6.01,0
luteuthis dentatus,organic_pollution,cephalopods,3.66,6.01,1
luteuthis dentatus,plastic_pollution_microplastic,cephalopods,1,6.01,0.67
luteuthis dentatus,poisons_toxins,cephalopods,2.33,6.01,0.67
luteuthis dentatus,salinity,cephalopods,2.34,6.01,0.67
luteuthis dentatus,sedimentation,cephalopods,2.67,6.01,0.67
luteuthis dentatus,slr,cephalopods,0.33,6.01,1
luteuthis dentatus,storm_disturbance,cephalopods,0.33,6.01,0.67
luteuthis dentatus,uv,cephalopods,0,6.01,0
luteuthis dentatus,water_temp,cephalopods,3.3400000000000003,6.01,0.33
luteuthis dentatus,wildlife_strike,cephalopods,0.67,6.01,0.67
luteuthis shuishi,air_temp,cephalopods,3.0100000000000002,6.01,0.67
luteuthis shuishi,biomass_removal,cephalopods,1,6.01,0
luteuthis shuishi,bycatch,cephalopods,1,6.01,0
luteuthis shuishi,entanglement_macroplastic,cephalopods,0.33,6.01,0.67
luteuthis shuishi,eutrophication_nutrient_pollution,cephalopods,5.34,6.01,0.67
luteuthis shuishi,habitat_loss_degradation,cephalopods,2,6.01,1
luteuthis shuishi,inorganic_pollution,cephalopods,6.01,6.01,0.67
luteuthis shuishi,invasive_species,cephalopods,0,6.01,0.33
luteuthis shuishi,light_pollution,cephalopods,0,6.01,1
luteuthis shuishi,noise_pollution,cephalopods,1,6.01,0.67
luteuthis shuishi,oa,cephalopods,3.67,6.01,0.67
luteuthis shuishi,oceanographic,cephalopods,0.66,6.01,0
luteuthis shuishi,organic_pollution,cephalopods,3.66,6.01,1
luteuthis shuishi,plastic_pollution_microplastic,cephalopods,1,6.01,0.67
luteuthis shuishi,poisons_toxins,cephalopods,2.33,6.01,0.67
luteuthis shuishi,salinity,cephalopods,2.34,6.01,0.67
luteuthis shuishi,sedimentation,cephalopods,2.67,6.01,0.67
luteuthis shuishi,slr,cephalopods,0.33,6.01,1
luteuthis shuishi,storm_disturbance,cephalopods,0.33,6.01,0.67
luteuthis shuishi,uv,cephalopods,0,6.01,0
luteuthis shuishi,water_temp,cephalopods,3.3400000000000003,6.01,0.33
luteuthis shuishi,wildlife_strike,cephalopods,0.67,6.01,0.67
lutjanus carponotatus,air_temp,fish,2.67,10.67,1.34
lutjanus carponotatus,biomass_removal,fish,1,10.67,0
lutjanus carponotatus,bycatch,fish,1,10.67,0
lutjanus carponotatus,entanglement_macroplastic,fish,0.33,10.67,0.67
lutjanus carponotatus,eutrophication_nutrient_pollution,fish,4,10.67,1.34
lutjanus carponotatus,habitat_loss_degradation,fish,2,10.67,1
lutjanus carponotatus,inorganic_pollution,fish,6.67,10.67,1.34
lutjanus carponotatus,invasive_species,fish,0,10.67,0.33
lutjanus carponotatus,light_pollution,fish,0.33,10.67,1
lutjanus carponotatus,noise_pollution,fish,1.67,10.67,0.67
lutjanus carponotatus,oa,fish,3.66,10.67,1.34
lutjanus carponotatus,oceanographic,fish,0.33,10.67,0
lutjanus carponotatus,organic_pollution,fish,4.33,10.67,1.67
lutjanus carponotatus,plastic_pollution_microplastic,fish,2,10.67,1.34
lutjanus carponotatus,poisons_toxins,fish,2.33,10.67,1.34
lutjanus carponotatus,salinity,fish,3,10.67,1.34
lutjanus carponotatus,sedimentation,fish,2.33,10.67,1.34
lutjanus carponotatus,slr,fish,0.33,10.67,1
lutjanus carponotatus,storm_disturbance,fish,0.99,10.67,1.34
lutjanus carponotatus,uv,fish,0.33,10.67,0.67
lutjanus carponotatus,water_temp,fish,3.67,10.67,0.33
lutjanus carponotatus,wildlife_strike,fish,0.67,10.67,0.67
lutjanus sebae,air_temp,fish,2.67,10.67,1.34
lutjanus sebae,biomass_removal,fish,1,10.67,0
lutjanus sebae,bycatch,fish,1,10.67,0
lutjanus sebae,entanglement_macroplastic,fish,0.33,10.67,0.33
lutjanus sebae,eutrophication_nutrient_pollution,fish,5,10.67,1.67
lutjanus sebae,habitat_loss_degradation,fish,2,10.67,1
lutjanus sebae,inorganic_pollution,fish,7.34,10.67,1.67
lutjanus sebae,invasive_species,fish,0,10.67,1
lutjanus sebae,light_pollution,fish,0.33,10.67,1
lutjanus sebae,noise_pollution,fish,1.67,10.67,1
lutjanus sebae,oa,fish,3.66,10.67,1.67
lutjanus sebae,oceanographic,fish,0.33,10.67,0.33
lutjanus sebae,organic_pollution,fish,5,10.67,1.67
lutjanus sebae,plastic_pollution_microplastic,fish,2,10.67,1.34
lutjanus sebae,poisons_toxins,fish,3,10.67,1.67
lutjanus sebae,salinity,fish,3,10.67,1.67
lutjanus sebae,sedimentation,fish,2.66,10.67,1.67
lutjanus sebae,slr,fish,0.33,10.67,1
lutjanus sebae,storm_disturbance,fish,0.99,10.67,1.67
lutjanus sebae,uv,fish,0.33,10.67,0.67
lutjanus sebae,water_temp,fish,3.67,10.67,0.67
lutjanus sebae,wildlife_strike,fish,0.67,10.67,1
lycoteuthis,air_temp,cephalopods,3.0100000000000002,8,1.67
lycoteuthis,biomass_removal,cephalopods,1,8,0
lycoteuthis,bycatch,cephalopods,1,8,0
lycoteuthis,entanglement_macroplastic,cephalopods,0.33,8,0.67
lycoteuthis,eutrophication_nutrient_pollution,cephalopods,5,8,1
lycoteuthis,habitat_loss_degradation,cephalopods,2,8,0.33
lycoteuthis,inorganic_pollution,cephalopods,6.01,8,0.66
lycoteuthis,invasive_species,cephalopods,0,8,0.33
lycoteuthis,light_pollution,cephalopods,0.33,8,0.67
lycoteuthis,noise_pollution,cephalopods,1,8,0.67
lycoteuthis,oa,cephalopods,4,8,1
lycoteuthis,oceanographic,cephalopods,0.33,8,1
lycoteuthis,organic_pollution,cephalopods,4,8,1
lycoteuthis,plastic_pollution_microplastic,cephalopods,2,8,1
lycoteuthis,poisons_toxins,cephalopods,2.66,8,1
lycoteuthis,salinity,cephalopods,3,8,1.33
lycoteuthis,sedimentation,cephalopods,2.33,8,1
lycoteuthis,slr,cephalopods,0.33,8,1
lycoteuthis,storm_disturbance,cephalopods,0.66,8,1.67
lycoteuthis,uv,cephalopods,0.33,8,1.67
lycoteuthis,water_temp,cephalopods,4.01,8,0.67
lycoteuthis,wildlife_strike,cephalopods,0.67,8,0.67
macronectes,air_temp,seabirds,1.67,6.1575,0.67
macronectes,biomass_removal,seabirds,1,6.1575,0
macronectes,bycatch,seabirds,1.505,6.1575,0
macronectes,entanglement_macroplastic,seabirds,0.9950000000000001,6.1575,0.33
macronectes,eutrophication_nutrient_pollution,seabirds,1,6.1575,1
macronectes,habitat_loss_degradation,seabirds,3,6.1575,1
macronectes,inorganic_pollution,seabirds,3.15,6.1575,1
macronectes,invasive_species,seabirds,1,6.1575,1
macronectes,light_pollution,seabirds,1,6.1575,1
macronectes,noise_pollution,seabirds,2,6.1575,1
macronectes,oa,seabirds,0.66,6.1575,1
macronectes,oceanographic,seabirds,0,6.1575,0.33
macronectes,organic_pollution,seabirds,3.1550000000000002,6.1575,1
macronectes,plastic_pollution_microplastic,seabirds,0.33,6.1575,0.67
macronectes,poisons_toxins,seabirds,0.33,6.1575,1
macronectes,salinity,seabirds,0,6.1575,1
macronectes,sedimentation,seabirds,1.835,6.1575,1
macronectes,slr,seabirds,2.33,6.1575,1
macronectes,storm_disturbance,seabirds,2.3200000000000003,6.1575,1
macronectes,uv,seabirds,0,6.1575,0
macronectes,water_temp,seabirds,1,6.1575,0.67
macronectes,wildlife_strike,seabirds,2.505,6.1575,1
macrotritopus,air_temp,cephalopods,3.68,7.33,1.34
macrotritopus,biomass_removal,cephalopods,1,7.33,0
macrotritopus,bycatch,cephalopods,1,7.33,0
macrotritopus,entanglement_macroplastic,cephalopods,0.33,7.33,0.67
macrotritopus,eutrophication_nutrient_pollution,cephalopods,5.67,7.33,1
macrotritopus,habitat_loss_degradation,cephalopods,2,7.33,1
macrotritopus,inorganic_pollution,cephalopods,6.3500000000000005,7.33,1
macrotritopus,invasive_species,cephalopods,0,7.33,0.33
macrotritopus,light_pollution,cephalopods,0.33,7.33,1
macrotritopus,noise_pollution,cephalopods,1,7.33,0.67
macrotritopus,oa,cephalopods,4,7.33,1
macrotritopus,oceanographic,cephalopods,0.66,7.33,0
macrotritopus,organic_pollution,cephalopods,4.67,7.33,1.33
macrotritopus,plastic_pollution_microplastic,cephalopods,2,7.33,1
macrotritopus,poisons_toxins,cephalopods,3.33,7.33,1
macrotritopus,salinity,cephalopods,2.67,7.33,1
macrotritopus,sedimentation,cephalopods,3,7.33,1
macrotritopus,slr,cephalopods,0.33,7.33,1
macrotritopus,storm_disturbance,cephalopods,0.66,7.33,1.34
macrotritopus,uv,cephalopods,0.33,7.33,0.67
macrotritopus,water_temp,cephalopods,5.01,7.33,0.33
macrotritopus,wildlife_strike,cephalopods,0.67,7.33,0.67
maculabatis,air_temp,elasmobranchs,0,1.99,0.67
maculabatis,biomass_removal,elasmobranchs,1,1.99,0
maculabatis,bycatch,elasmobranchs,1.165,1.99,0
maculabatis,entanglement_macroplastic,elasmobranchs,0.665,1.99,0.67
maculabatis,eutrophication_nutrient_pollution,elasmobranchs,2,1.99,0.67
maculabatis,habitat_loss_degradation,elasmobranchs,2,1.99,1
maculabatis,inorganic_pollution,elasmobranchs,2.16,1.99,0.67
maculabatis,invasive_species,elasmobranchs,0,1.99,0.33
maculabatis,light_pollution,elasmobranchs,0,1.99,1
maculabatis,noise_pollution,elasmobranchs,0,1.99,0.67
maculabatis,oa,elasmobranchs,0.33,1.99,0.67
maculabatis,oceanographic,elasmobranchs,0.33,1.99,0
maculabatis,organic_pollution,elasmobranchs,2.495,1.99,1
maculabatis,plastic_pollution_microplastic,elasmobranchs,1,1.99,0.67
maculabatis,poisons_toxins,elasmobranchs,1.6600000000000001,1.99,0.67
maculabatis,salinity,elasmobranchs,1,1.99,0.67
maculabatis,sedimentation,elasmobranchs,1.165,1.99,0.67
maculabatis,slr,elasmobranchs,0.33,1.99,1
maculabatis,storm_disturbance,elasmobranchs,0.33,1.99,0.67
maculabatis,uv,elasmobranchs,0,1.99,0
maculabatis,water_temp,elasmobranchs,0,1.99,0.33
maculabatis,wildlife_strike,elasmobranchs,0.835,1.99,0.67
magallana gigas,air_temp,molluscs,2.505,7.67,0.67
magallana gigas,biomass_removal,molluscs,1,7.67,0
magallana gigas,bycatch,molluscs,1,7.67,0
magallana gigas,entanglement_macroplastic,molluscs,0.33,7.67,1
magallana gigas,eutrophication_nutrient_pollution,molluscs,6.165,7.67,0.67
magallana gigas,habitat_loss_degradation,molluscs,2,7.67,0
magallana gigas,inorganic_pollution,molluscs,7.845,7.67,0.67
magallana gigas,invasive_species,molluscs,0,7.67,0
magallana gigas,light_pollution,molluscs,0.33,7.67,0
magallana gigas,noise_pollution,molluscs,0,7.67,0
magallana gigas,oa,molluscs,4.67,7.67,0.67
magallana gigas,oceanographic,molluscs,0.33,7.67,0
magallana gigas,organic_pollution,molluscs,5.67,7.67,0.67
magallana gigas,plastic_pollution_microplastic,molluscs,3,7.67,0.67
magallana gigas,poisons_toxins,molluscs,4,7.67,0.67
magallana gigas,salinity,molluscs,2.835,7.67,0.67
magallana gigas,sedimentation,molluscs,3.66,7.67,0.67
magallana gigas,slr,molluscs,0.33,7.67,0
magallana gigas,storm_disturbance,molluscs,0.66,7.67,0.67
magallana gigas,uv,molluscs,0.33,7.67,0.67
magallana gigas,water_temp,molluscs,3.505,7.67,0
magallana gigas,wildlife_strike,molluscs,0.67,7.67,0
magallana hongkongensis,air_temp,molluscs,2.505,7.67,0.67
magallana hongkongensis,biomass_removal,molluscs,1,7.67,0
magallana hongkongensis,bycatch,molluscs,1,7.67,0
magallana hongkongensis,entanglement_macroplastic,molluscs,0.33,7.67,1
magallana hongkongensis,eutrophication_nutrient_pollution,molluscs,6.165,7.67,0.67
magallana hongkongensis,habitat_loss_degradation,molluscs,2,7.67,0
magallana hongkongensis,inorganic_pollution,molluscs,7.845,7.67,0.67
magallana hongkongensis,invasive_species,molluscs,0,7.67,0
magallana hongkongensis,light_pollution,molluscs,0.33,7.67,0
magallana hongkongensis,noise_pollution,molluscs,0,7.67,0
magallana hongkongensis,oa,molluscs,4.67,7.67,0.67
magallana hongkongensis,oceanographic,molluscs,0.33,7.67,0
magallana hongkongensis,organic_pollution,molluscs,5.67,7.67,0.67
magallana hongkongensis,plastic_pollution_microplastic,molluscs,3,7.67,0.67
magallana hongkongensis,poisons_toxins,molluscs,4,7.67,0.67
magallana hongkongensis,salinity,molluscs,2.835,7.67,0.67
magallana hongkongensis,sedimentation,molluscs,3.66,7.67,0.67
magallana hongkongensis,slr,molluscs,0.33,7.67,0
magallana hongkongensis,storm_disturbance,molluscs,0.66,7.67,0.67
magallana hongkongensis,uv,molluscs,0.33,7.67,0.67
magallana hongkongensis,water_temp,molluscs,3.505,7.67,0
magallana hongkongensis,wildlife_strike,molluscs,0.67,7.67,0
magnapinna,air_temp,cephalopods,3.34,8,1.67
magnapinna,biomass_removal,cephalopods,1,8,0
magnapinna,bycatch,cephalopods,1,8,0
magnapinna,entanglement_macroplastic,cephalopods,0.33,8,0.67
magnapinna,eutrophication_nutrient_pollution,cephalopods,5,8,1
magnapinna,habitat_loss_degradation,cephalopods,2,8,0.33
magnapinna,inorganic_pollution,cephalopods,5.67,8,0.66
magnapinna,invasive_species,cephalopods,0,8,0.33
magnapinna,light_pollution,cephalopods,0.33,8,0.67
magnapinna,noise_pollution,cephalopods,1,8,0.67
magnapinna,oa,cephalopods,4,8,1
magnapinna,oceanographic,cephalopods,0.33,8,1
magnapinna,organic_pollution,cephalopods,3.66,8,1
magnapinna,plastic_pollution_microplastic,cephalopods,2,8,1
magnapinna,poisons_toxins,cephalopods,2.66,8,1
magnapinna,salinity,cephalopods,3,8,1.33
magnapinna,sedimentation,cephalopods,2.33,8,1
magnapinna,slr,cephalopods,0.33,8,1
magnapinna,storm_disturbance,cephalopods,0.66,8,1.67
magnapinna,uv,cephalopods,0.33,8,1.67
magnapinna,water_temp,cephalopods,4.34,8,0.67
magnapinna,wildlife_strike,cephalopods,0.67,8,0.67
malacoraja,air_temp,elasmobranchs,0,2.33,0.67
malacoraja,biomass_removal,elasmobranchs,1,2.33,0
malacoraja,bycatch,elasmobranchs,1.165,2.33,0
malacoraja,entanglement_macroplastic,elasmobranchs,0.665,2.33,0.67
malacoraja,eutrophication_nutrient_pollution,elasmobranchs,2,2.33,0.67
malacoraja,habitat_loss_degradation,elasmobranchs,2,2.33,1
malacoraja,inorganic_pollution,elasmobranchs,2.16,2.33,0.67
malacoraja,invasive_species,elasmobranchs,0,2.33,0.33
malacoraja,light_pollution,elasmobranchs,0,2.33,1
malacoraja,noise_pollution,elasmobranchs,0,2.33,0.67
malacoraja,oa,elasmobranchs,0.33,2.33,0.67
malacoraja,oceanographic,elasmobranchs,0.33,2.33,0
malacoraja,organic_pollution,elasmobranchs,2.495,2.33,1
malacoraja,plastic_pollution_microplastic,elasmobranchs,1,2.33,0.67
malacoraja,poisons_toxins,elasmobranchs,1.6600000000000001,2.33,0.67
malacoraja,salinity,elasmobranchs,1,2.33,0.67
malacoraja,sedimentation,elasmobranchs,1.165,2.33,0.67
malacoraja,slr,elasmobranchs,0.33,2.33,1
malacoraja,storm_disturbance,elasmobranchs,0.33,2.33,0.67
malacoraja,uv,elasmobranchs,0,2.33,0
malacoraja,water_temp,elasmobranchs,0,2.33,0.33
malacoraja,wildlife_strike,elasmobranchs,0.835,2.33,0.67
manta,air_temp,elasmobranchs,0,2.3200000000000003,0.67
manta,biomass_removal,elasmobranchs,1,2.3200000000000003,0
manta,bycatch,elasmobranchs,1.33,2.3200000000000003,0
manta,entanglement_macroplastic,elasmobranchs,1,2.3200000000000003,0.67
manta,eutrophication_nutrient_pollution,elasmobranchs,2,2.3200000000000003,0.67
manta,habitat_loss_degradation,elasmobranchs,2,2.3200000000000003,1
manta,inorganic_pollution,elasmobranchs,1.99,2.3200000000000003,0.67
manta,invasive_species,elasmobranchs,0,2.3200000000000003,0.33
manta,light_pollution,elasmobranchs,0,2.3200000000000003,1
manta,noise_pollution,elasmobranchs,0,2.3200000000000003,0.67
manta,oa,elasmobranchs,0.33,2.3200000000000003,0.67
manta,oceanographic,elasmobranchs,0.33,2.3200000000000003,0
manta,organic_pollution,elasmobranchs,2.66,2.3200000000000003,1
manta,plastic_pollution_microplastic,elasmobranchs,1,2.3200000000000003,0.67
manta,poisons_toxins,elasmobranchs,1.6600000000000001,2.3200000000000003,0.67
manta,salinity,elasmobranchs,1,2.3200000000000003,0.67
manta,sedimentation,elasmobranchs,1,2.3200000000000003,0.67
manta,slr,elasmobranchs,0.33,2.3200000000000003,1
manta,storm_disturbance,elasmobranchs,0.33,2.3200000000000003,0.67
manta,uv,elasmobranchs,0,2.3200000000000003,0
manta,water_temp,elasmobranchs,0,2.3200000000000003,0.33
manta,wildlife_strike,elasmobranchs,1,2.3200000000000003,0.67
martialia hyadesi,air_temp,cephalopods,5.01,7.67,1.34
martialia hyadesi,biomass_removal,cephalopods,1,7.67,0
martialia hyadesi,bycatch,cephalopods,1.34,7.67,0
martialia hyadesi,entanglement_macroplastic,cephalopods,0.66,7.67,0.33
martialia hyadesi,eutrophication_nutrient_pollution,cephalopods,5,7.67,1.33
martialia hyadesi,habitat_loss_degradation,cephalopods,2,7.67,1
martialia hyadesi,inorganic_pollution,cephalopods,5.67,7.67,1.33
martialia hyadesi,invasive_species,cephalopods,0,7.67,1
martialia hyadesi,light_pollution,cephalopods,0.33,7.67,1
martialia hyadesi,noise_pollution,cephalopods,1,7.67,1
martialia hyadesi,oa,cephalopods,4,7.67,1.33
martialia hyadesi,oceanographic,cephalopods,0.33,7.67,0.33
martialia hyadesi,organic_pollution,cephalopods,4,7.67,1.33
martialia hyadesi,plastic_pollution_microplastic,cephalopods,2,7.67,1
martialia hyadesi,poisons_toxins,cephalopods,2.66,7.67,1.33
martialia hyadesi,salinity,cephalopods,3,7.67,1.33
martialia hyadesi,sedimentation,cephalopods,2.33,7.67,1.33
martialia hyadesi,slr,cephalopods,1.33,7.67,1
martialia hyadesi,storm_disturbance,cephalopods,0.99,7.67,1.67
martialia hyadesi,uv,cephalopods,0.33,7.67,0.67
martialia hyadesi,water_temp,cephalopods,5.67,7.67,0.67
martialia hyadesi,wildlife_strike,cephalopods,1.67,7.67,1
mastigoteuthis,air_temp,cephalopods,3.34,8,1.67
mastigoteuthis,biomass_removal,cephalopods,1,8,0
mastigoteuthis,bycatch,cephalopods,1,8,0
mastigoteuthis,entanglement_macroplastic,cephalopods,0.33,8,0.67
mastigoteuthis,eutrophication_nutrient_pollution,cephalopods,5,8,1
mastigoteuthis,habitat_loss_degradation,cephalopods,2,8,0.33
